trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
257,False,"{'a': 0.5, 'e': 0.8714999999999999}",20,0,-34.20937735275001,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
258,False,"{'a': 0.5, 'e': 0.871}",20,0,-30.308522484947023,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
259,False,"{'a': 0.5, 'e': 0.8705}",20,0,-109.82889856479551,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
260,False,"{'a': 0.5, 'e': 0.87}",25,0,-110.1917031991655,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",1
261,False,"{'a': 0.5, 'e': 0.8694999999999999}",25,0,-100.52067693202598,"{0: 15, 1: 4, 2: 4, 3: 1, 4: 1}",0
262,False,"{'a': 0.5, 'e': 0.869}",25,2,-117.17247463843158,"{0: 14, 1: 2, 2: 5, 3: 0, 4: 2}",1
263,False,"{'a': 0.5, 'e': 0.8685}",30,0,-97.36608112930838,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 2}",0
264,False,"{'a': 0.5, 'e': 0.868}",20,0,-159.48740880856712,"{0: 12, 1: 0, 2: 5, 3: 0, 4: 3}",0
265,False,"{'a': 0.5, 'e': 0.8674999999999999}",25,0,-90.30296408337429,"{0: 18, 1: 2, 2: 2, 3: 2, 4: 1}",0
266,False,"{'a': 0.5, 'e': 0.867}",20,0,-125.89998146217593,"{0: 8, 1: 3, 2: 8, 3: 0, 4: 1}",0
267,False,"{'a': 0.5, 'e': 0.8665}",20,0,-128.17060683465746,"{0: 9, 1: 5, 2: 4, 3: 0, 4: 2}",0
268,False,"{'a': 0.5, 'e': 0.866}",25,0,-31.194295696851512,"{0: 20, 1: 0, 2: 5, 3: 0, 4: 0}",0
269,False,"{'a': 0.5, 'e': 0.8654999999999999}",20,0,-13.669230268398806,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
270,False,"{'a': 0.5, 'e': 0.865}",30,0,-135.47037702319489,"{0: 11, 1: 10, 2: 8, 3: 1, 4: 0}",0
271,False,"{'a': 0.5, 'e': 0.8645}",20,0,-152.12145183260864,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
272,False,"{'a': 0.5, 'e': 0.864}",25,0,-105.10742834272523,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",1
273,False,"{'a': 0.5, 'e': 0.8634999999999999}",20,0,-23.80494271029237,"{0: 13, 1: 6, 2: 1, 3: 0, 4: 0}",1
274,False,"{'a': 0.5, 'e': 0.863}",25,19,-2.3022626134672235,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.5, 'e': 0.8625}",20,2,-23.74299393448911,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 0}",1
276,False,"{'a': 0.5, 'e': 0.862}",20,12,-15.080494104059124,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.8614999999999999}",20,0,-43.84211091304491,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
278,False,"{'a': 0.5, 'e': 0.861}",25,2,-114.16938703348652,"{0: 12, 1: 1, 2: 9, 3: 0, 4: 1}",1
279,False,"{'a': 0.5, 'e': 0.8605}",25,11,-47.51312818873229,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
280,False,"{'a': 0.5, 'e': 0.86}",20,0,-144.55250888784627,"{0: 14, 1: 1, 2: 0, 3: 2, 4: 3}",0
281,False,"{'a': 0.5, 'e': 0.8594999999999999}",20,0,-53.81863393628113,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
282,False,"{'a': 0.5, 'e': 0.859}",20,0,-37.212026508989354,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
283,False,"{'a': 0.5, 'e': 0.8585}",25,0,-144.5019637538444,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
284,False,"{'a': 0.5, 'e': 0.858}",30,0,-110.34707417452128,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
285,False,"{'a': 0.5, 'e': 0.8574999999999999}",20,0,-78.41047532066393,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
286,False,"{'a': 0.5, 'e': 0.857}",25,11,-55.37609166980851,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 1}",1
287,False,"{'a': 0.5, 'e': 0.8565}",20,0,-35.55792415501381,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
288,False,"{'a': 0.5, 'e': 0.856}",25,0,-99.07297219943291,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
289,False,"{'a': 0.5, 'e': 0.8555}",20,7,-81.46406176509389,"{0: 7, 1: 0, 2: 5, 3: 0, 4: 1}",1
290,False,"{'a': 0.5, 'e': 0.855}",20,0,-115.14193523419677,"{0: 9, 1: 2, 2: 8, 3: 0, 4: 1}",0
291,False,"{'a': 0.5, 'e': 0.8545}",20,0,-104.334774559486,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
292,False,"{'a': 0.5, 'e': 0.854}",25,0,-221.14000929107584,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 5}",0
293,False,"{'a': 0.5, 'e': 0.8535}",25,0,-53.71885424554276,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 0}",0
294,False,"{'a': 0.5, 'e': 0.853}",20,0,-119.68337384943064,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
295,False,"{'a': 0.5, 'e': 0.8525}",25,0,-7.719338873357867,"{0: 21, 1: 3, 2: 1, 3: 0, 4: 0}",0
296,False,"{'a': 0.5, 'e': 0.852}",30,0,-116.38203495180302,"{0: 21, 1: 2, 2: 5, 3: 0, 4: 2}",0
297,False,"{'a': 0.5, 'e': 0.8515}",20,0,-35.538765266521935,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
298,False,"{'a': 0.5, 'e': 0.851}",20,0,-120.04247598559817,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
299,False,"{'a': 0.5, 'e': 0.8505}",20,0,-35.99501091212059,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
300,False,"{'a': 0.5, 'e': 0.85}",30,10,-3.312389094525413,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",1
301,False,"{'a': 0.5, 'e': 0.8495}",20,0,-145.89049044635493,"{0: 8, 1: 1, 2: 9, 3: 1, 4: 1}",0
302,False,"{'a': 0.5, 'e': 0.849}",30,0,-122.21505118374505,"{0: 19, 1: 4, 2: 5, 3: 0, 4: 2}",0
303,False,"{'a': 0.5, 'e': 0.8485}",20,6,-67.78155036737212,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 1}",1
304,False,"{'a': 0.5, 'e': 0.848}",35,1,-158.24232433786642,"{0: 20, 1: 5, 2: 6, 3: 1, 4: 2}",1
305,False,"{'a': 0.5, 'e': 0.8475}",20,10,-40.507277536345256,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
306,False,"{'a': 0.5, 'e': 0.847}",20,0,-41.50547799270284,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
307,False,"{'a': 0.5, 'e': 0.8465}",25,0,-138.1146394739092,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
308,False,"{'a': 0.5, 'e': 0.846}",25,0,-36.339640884288784,"{0: 17, 1: 4, 2: 4, 3: 0, 4: 0}",0
309,False,"{'a': 0.5, 'e': 0.8455}",25,0,-38.409971741438405,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
310,False,"{'a': 0.5, 'e': 0.845}",35,0,-121.37370811626921,"{0: 29, 1: 1, 2: 2, 3: 0, 4: 3}",0
311,False,"{'a': 0.5, 'e': 0.8445}",20,0,-51.67435437303418,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
312,False,"{'a': 0.5, 'e': 0.844}",20,0,-85.02747588130538,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
313,False,"{'a': 0.5, 'e': 0.8435}",20,0,-108.86666814915361,"{0: 12, 1: 2, 2: 3, 3: 2, 4: 1}",0
314,False,"{'a': 0.5, 'e': 0.843}",20,0,-44.7655251040907,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
315,False,"{'a': 0.5, 'e': 0.8425}",25,0,-176.21617990677916,"{0: 11, 1: 3, 2: 8, 3: 1, 4: 2}",0
316,False,"{'a': 0.5, 'e': 0.842}",20,3,-18.43181522731273,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
317,False,"{'a': 0.5, 'e': 0.8415}",25,13,-18.562941709268078,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 0}",1
318,False,"{'a': 0.5, 'e': 0.841}",20,0,-150.03948453333973,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
319,False,"{'a': 0.5, 'e': 0.8405}",20,0,-99.21373024633606,"{0: 10, 1: 5, 2: 3, 3: 1, 4: 1}",0
320,False,"{'a': 0.5, 'e': 0.84}",20,0,-21.361606987275565,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
321,False,"{'a': 0.5, 'e': 0.8395}",30,0,-92.5190746675636,"{0: 20, 1: 3, 2: 6, 3: 0, 4: 1}",0
322,False,"{'a': 0.5, 'e': 0.839}",20,0,-116.83972754047787,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
323,False,"{'a': 0.5, 'e': 0.8385}",20,0,-58.50996303456441,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
324,False,"{'a': 0.5, 'e': 0.838}",30,1,-84.2600446235088,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 1}",1
325,False,"{'a': 0.5, 'e': 0.8375}",20,0,-104.4690456012104,"{0: 10, 1: 3, 2: 6, 3: 0, 4: 1}",0
326,False,"{'a': 0.5, 'e': 0.837}",25,11,-9.115809310563264,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.8365}",30,0,-88.77088805182784,"{0: 20, 1: 5, 2: 3, 3: 1, 4: 1}",0
328,False,"{'a': 0.5, 'e': 0.836}",25,18,7.300220486350413,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.8355}",25,0,-182.5416855226072,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
330,False,"{'a': 0.5, 'e': 0.835}",25,0,-113.86570234767801,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
331,False,"{'a': 0.5, 'e': 0.8345}",30,0,-130.11932236997666,"{0: 20, 1: 2, 2: 5, 3: 1, 4: 2}",0
332,False,"{'a': 0.5, 'e': 0.834}",20,0,-15.670207368993662,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
333,False,"{'a': 0.5, 'e': 0.8335}",25,0,-38.98571378753378,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
334,False,"{'a': 0.5, 'e': 0.833}",20,0,-107.93814518042007,"{0: 11, 1: 0, 2: 8, 3: 0, 4: 1}",0
335,False,"{'a': 0.5, 'e': 0.8325}",25,15,-0.10794701475310164,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.832}",25,0,-109.37558547155888,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
337,False,"{'a': 0.5, 'e': 0.8315}",20,0,-177.2128158064491,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 4}",0
338,False,"{'a': 0.5, 'e': 0.831}",20,0,-49.77785503270929,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
339,False,"{'a': 0.5, 'e': 0.8305}",20,6,-83.28137445017545,"{0: 6, 1: 5, 2: 1, 3: 1, 4: 1}",1
340,False,"{'a': 0.5, 'e': 0.83}",20,9,-104.96275118723742,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 2}",1
341,False,"{'a': 0.5, 'e': 0.8295}",30,0,-209.04079746587882,"{0: 20, 1: 0, 2: 5, 3: 1, 4: 4}",0
342,False,"{'a': 0.5, 'e': 0.829}",25,0,-142.20221354649235,"{0: 10, 1: 6, 2: 8, 3: 0, 4: 1}",0
343,False,"{'a': 0.5, 'e': 0.8285}",25,0,-124.57522604103832,"{0: 18, 1: 3, 2: 1, 3: 0, 4: 3}",0
344,False,"{'a': 0.5, 'e': 0.828}",25,0,-28.433858106723797,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
345,False,"{'a': 0.5, 'e': 0.8275}",30,0,-125.83238436359301,"{0: 19, 1: 5, 2: 4, 3: 0, 4: 2}",1
346,False,"{'a': 0.5, 'e': 0.827}",25,5,-65.4051907694732,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.8265}",20,1,-119.20274457710322,"{0: 8, 1: 4, 2: 5, 3: 1, 4: 1}",1
348,False,"{'a': 0.5, 'e': 0.826}",30,0,-120.27688888334585,"{0: 21, 1: 1, 2: 6, 3: 0, 4: 2}",0
349,False,"{'a': 0.5, 'e': 0.8255}",25,1,-65.3579406787661,"{0: 16, 1: 5, 2: 2, 3: 0, 4: 1}",1
350,False,"{'a': 0.5, 'e': 0.825}",20,0,-114.9266493804685,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
351,False,"{'a': 0.5, 'e': 0.8245}",30,0,-66.23952821636406,"{0: 23, 1: 1, 2: 5, 3: 0, 4: 1}",0
352,False,"{'a': 0.5, 'e': 0.8240000000000001}",30,0,-154.91646437487995,"{0: 18, 1: 3, 2: 6, 3: 1, 4: 2}",0
353,False,"{'a': 0.5, 'e': 0.8235}",30,2,-56.671781658274625,"{0: 18, 1: 5, 2: 5, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.823}",20,0,-115.52250416976882,"{0: 10, 1: 0, 2: 9, 3: 0, 4: 1}",0
355,False,"{'a': 0.5, 'e': 0.8225}",25,15,6.227802572464877,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.5, 'e': 0.8220000000000001}",25,0,-21.055001168850723,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
357,False,"{'a': 0.5, 'e': 0.8215}",20,0,-54.594556886101294,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
358,False,"{'a': 0.5, 'e': 0.821}",30,0,-91.59858634567,"{0: 22, 1: 0, 2: 6, 3: 1, 4: 1}",0
359,False,"{'a': 0.5, 'e': 0.8205}",25,11,-39.43728977566401,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
360,False,"{'a': 0.5, 'e': 0.8200000000000001}",20,0,-87.3410233933902,"{0: 13, 1: 5, 2: 0, 3: 0, 4: 2}",0
361,False,"{'a': 0.5, 'e': 0.8195}",25,11,-72.42915014608138,"{0: 7, 1: 3, 2: 3, 3: 0, 4: 1}",1
362,False,"{'a': 0.5, 'e': 0.819}",35,0,-98.28327126470641,"{0: 25, 1: 3, 2: 5, 3: 1, 4: 1}",0
363,False,"{'a': 0.5, 'e': 0.8185}",20,1,-187.4577666154811,"{0: 8, 1: 0, 2: 8, 3: 0, 4: 3}",1
364,False,"{'a': 0.5, 'e': 0.8180000000000001}",20,5,-25.87304171134691,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
365,False,"{'a': 0.5, 'e': 0.8175}",20,0,-110.43192483217744,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
366,False,"{'a': 0.5, 'e': 0.817}",20,0,-97.34035966244059,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
367,False,"{'a': 0.5, 'e': 0.8165}",25,16,-37.70174075881565,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
368,False,"{'a': 0.5, 'e': 0.8160000000000001}",20,13,11.210566041902565,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.8155}",20,0,-19.68733003718644,"{0: 14, 1: 5, 2: 1, 3: 0, 4: 0}",0
370,False,"{'a': 0.5, 'e': 0.815}",25,15,-5.43090428160247,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.8145}",30,4,-117.33686253088726,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 2}",1
372,False,"{'a': 0.5, 'e': 0.8140000000000001}",30,0,-177.79164331953368,"{0: 15, 1: 5, 2: 7, 3: 1, 4: 2}",0
373,False,"{'a': 0.5, 'e': 0.8135}",20,0,-84.08400561492368,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
374,False,"{'a': 0.5, 'e': 0.813}",35,0,-47.36042013276359,"{0: 26, 1: 2, 2: 7, 3: 0, 4: 0}",0
375,False,"{'a': 0.5, 'e': 0.8125}",30,0,-135.56997304260952,"{0: 17, 1: 4, 2: 7, 3: 1, 4: 1}",0
376,False,"{'a': 0.5, 'e': 0.812}",25,0,-21.39027010501837,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
377,False,"{'a': 0.5, 'e': 0.8115}",30,11,-68.26857115759108,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 1}",1
378,False,"{'a': 0.5, 'e': 0.8109999999999999}",25,0,-20.121261359439746,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
379,False,"{'a': 0.5, 'e': 0.8105}",20,0,-76.2126124511706,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
380,False,"{'a': 0.5, 'e': 0.81}",20,0,-18.410699347959625,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
381,False,"{'a': 0.5, 'e': 0.8095}",20,6,-12.352426226074737,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.8089999999999999}",20,0,-15.910922970384094,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
383,False,"{'a': 0.5, 'e': 0.8085}",30,0,-84.71939475235048,"{0: 20, 1: 6, 2: 2, 3: 1, 4: 1}",0
384,False,"{'a': 0.5, 'e': 0.808}",30,7,-20.927913019036513,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.8075}",25,0,-114.04406004205497,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
386,False,"{'a': 0.5, 'e': 0.8069999999999999}",20,0,-170.41569278300238,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 3}",0
387,False,"{'a': 0.5, 'e': 0.8065}",20,10,-23.931206438788777,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.806}",25,0,-82.26795922278055,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
389,False,"{'a': 0.5, 'e': 0.8055}",20,0,-106.01196578271052,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",0
390,False,"{'a': 0.5, 'e': 0.8049999999999999}",20,0,-69.14218119649874,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
391,False,"{'a': 0.5, 'e': 0.8045}",20,0,-110.77423494297294,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
392,False,"{'a': 0.5, 'e': 0.804}",30,3,-77.10172100211906,"{0: 19, 1: 1, 2: 6, 3: 0, 4: 1}",1
393,False,"{'a': 0.5, 'e': 0.8035}",30,0,-121.16667899761904,"{0: 19, 1: 2, 2: 7, 3: 1, 4: 1}",0
394,False,"{'a': 0.5, 'e': 0.8029999999999999}",30,0,-33.398403607681175,"{0: 23, 1: 3, 2: 4, 3: 0, 4: 0}",0
395,False,"{'a': 0.5, 'e': 0.8025}",20,0,-59.98781126882666,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
396,False,"{'a': 0.5, 'e': 0.802}",30,0,-123.78005241899618,"{0: 22, 1: 1, 2: 3, 3: 2, 4: 2}",0
397,False,"{'a': 0.5, 'e': 0.8015}",30,0,-144.86817945301598,"{0: 22, 1: 2, 2: 2, 3: 1, 4: 3}",0
398,False,"{'a': 0.5, 'e': 0.8009999999999999}",35,9,-19.561859866565428,"{0: 20, 1: 3, 2: 3, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.8005}",25,0,-111.12349784957831,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
400,False,"{'a': 0.5, 'e': 0.8}",25,10,-94.68306075569102,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 2}",1
401,False,"{'a': 0.5, 'e': 0.7995}",25,15,6.569580354185954,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.7989999999999999}",25,16,13.662729693353032,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.7985}",30,0,-219.3622355478326,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 5}",0
404,False,"{'a': 0.5, 'e': 0.798}",25,14,13.000914257262831,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.7975}",20,16,7.891713639614444,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.7969999999999999}",25,0,-78.94175849841315,"{0: 15, 1: 3, 2: 6, 3: 1, 4: 0}",0
407,False,"{'a': 0.5, 'e': 0.7965}",30,0,-130.33352943416398,"{0: 21, 1: 1, 2: 5, 3: 1, 4: 2}",0
408,False,"{'a': 0.5, 'e': 0.796}",25,0,-145.99818214288106,"{0: 14, 1: 1, 2: 8, 3: 0, 4: 2}",0
409,False,"{'a': 0.5, 'e': 0.7955}",20,0,-13.941379006770203,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
410,False,"{'a': 0.5, 'e': 0.7949999999999999}",25,0,-104.63678001468088,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
411,False,"{'a': 0.5, 'e': 0.7945}",20,0,-39.980898086204235,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
412,False,"{'a': 0.5, 'e': 0.794}",25,0,-181.62048631533517,"{0: 13, 1: 1, 2: 7, 3: 2, 4: 2}",0
413,False,"{'a': 0.5, 'e': 0.7935}",20,0,-99.26848831353766,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
414,False,"{'a': 0.5, 'e': 0.7929999999999999}",20,0,-121.80545873071533,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
415,False,"{'a': 0.5, 'e': 0.7925}",25,12,-30.404623395668217,"{0: 7, 1: 3, 2: 3, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.792}",20,7,-31.068636087811655,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
417,False,"{'a': 0.5, 'e': 0.7915}",20,0,-80.96225198605244,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
418,False,"{'a': 0.5, 'e': 0.791}",35,0,-118.82272796277488,"{0: 23, 1: 3, 2: 7, 3: 1, 4: 1}",0
419,False,"{'a': 0.5, 'e': 0.7905}",20,0,-62.705245588893064,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
420,False,"{'a': 0.5, 'e': 0.79}",30,0,-122.02263236459271,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
421,False,"{'a': 0.5, 'e': 0.7895}",30,0,-85.75709722075611,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
422,False,"{'a': 0.5, 'e': 0.789}",25,6,-98.26431633070226,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 2}",1
423,False,"{'a': 0.5, 'e': 0.7885}",20,0,2.157103811778048,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
424,False,"{'a': 0.5, 'e': 0.788}",20,0,-42.43950219551484,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
425,False,"{'a': 0.5, 'e': 0.7875}",25,0,-132.3125203902221,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 3}",0
426,False,"{'a': 0.5, 'e': 0.787}",30,0,-105.90733334281303,"{0: 23, 1: 2, 2: 2, 3: 1, 4: 2}",0
427,False,"{'a': 0.5, 'e': 0.7865}",25,0,-68.95673346972676,"{0: 14, 1: 4, 2: 7, 3: 0, 4: 0}",0
428,False,"{'a': 0.5, 'e': 0.786}",20,0,-98.55985445661662,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
429,False,"{'a': 0.5, 'e': 0.7855}",25,3,-57.44518608850955,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 1}",1
430,False,"{'a': 0.5, 'e': 0.785}",25,0,-68.79695120972431,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
431,False,"{'a': 0.5, 'e': 0.7845}",25,0,-127.85775418257316,"{0: 16, 1: 5, 2: 1, 3: 0, 4: 3}",0
432,False,"{'a': 0.5, 'e': 0.784}",20,9,-52.07971076401164,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 1}",1
433,False,"{'a': 0.5, 'e': 0.7835}",25,0,-109.24945097225697,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
434,False,"{'a': 0.5, 'e': 0.783}",25,12,-24.462414910620907,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
435,False,"{'a': 0.5, 'e': 0.7825}",20,0,-64.24130286142862,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
436,False,"{'a': 0.5, 'e': 0.782}",25,0,-65.0542176235777,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
437,False,"{'a': 0.5, 'e': 0.7815}",25,0,-63.761772076430454,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
438,False,"{'a': 0.5, 'e': 0.781}",20,4,-53.18474291033917,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
439,False,"{'a': 0.5, 'e': 0.7805}",25,0,-4.731869421067133,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
440,False,"{'a': 0.5, 'e': 0.78}",20,0,-12.664425348382839,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
441,False,"{'a': 0.5, 'e': 0.7795}",25,12,-4.459114336756141,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.779}",25,0,-94.89458524826577,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
443,False,"{'a': 0.5, 'e': 0.7785}",25,0,-97.40829391444929,"{0: 16, 1: 6, 2: 1, 3: 0, 4: 2}",0
444,False,"{'a': 0.5, 'e': 0.778}",20,0,-47.75318813971653,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
445,False,"{'a': 0.5, 'e': 0.7775}",25,13,-65.18200029271487,"{0: 6, 1: 3, 2: 2, 3: 0, 4: 1}",1
446,False,"{'a': 0.5, 'e': 0.777}",25,0,-143.04487657887094,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
447,False,"{'a': 0.5, 'e': 0.7765}",25,3,-61.272748672618704,"{0: 16, 1: 1, 2: 4, 3: 0, 4: 1}",1
448,False,"{'a': 0.5, 'e': 0.776}",35,7,-91.70685963872087,"{0: 20, 1: 4, 2: 2, 3: 0, 4: 2}",1
449,False,"{'a': 0.5, 'e': 0.7755}",25,11,-40.84928139621366,"{0: 8, 1: 2, 2: 4, 3: 0, 4: 0}",1
